x;y;z
-0.00189327;0.00926709;-0.00164261
-0.00190593;0.00932861;-0.00165318
-0.00191863;0.00939034;-0.00166378
-0.00193137;0.00945227;-0.00167441
-0.00194415;0.0095144;-0.00168507
-0.00195698;0.00957674;-0.00169576
-0.00196985;0.00963927;-0.00170649
-0.00198276;0.00970201;-0.00171724
-0.00199571;0.00976494;-0.00172803
-0.00200871;0.00982808;-0.00173885
-0.00202174;0.00989142;-0.0017497
-0.00203482;0.00995496;-0.00176058
-0.00204795;0.0100187;-0.00177149
-0.00206111;0.0100826;-0.00178243
-0.00207432;0.0101468;-0.00179341
-0.00208756;0.0102111;-0.00180441
-0.00210085;0.0102757;-0.00181544
-0.00211419;0.0103404;-0.00182651
-0.00212756;0.0104054;-0.00183761
-0.00214098;0.0104705;-0.00184873
-0.00215444;0.0105359;-0.00185989
-0.00216794;0.0106014;-0.00187108
-0.00218148;0.0106672;-0.0018823
-0.00219507;0.0107331;-0.00189355
-0.0022087;0.0107993;-0.00190483
-0.00222237;0.0108656;-0.00191614
-0.00223608;0.0109322;-0.00192749
-0.00224984;0.0109989;-0.00193886
-0.00226363;0.0110659;-0.00195026
-0.00227747;0.011133;-0.0019617
-0.00229135;0.0112004;-0.00197316
-0.00230528;0.0112679;-0.00198465
-0.00231924;0.0113357;-0.00199618
-0.00233325;0.0114036;-0.00200774
-0.0023473;0.0114718;-0.00201932
-0.0023614;0.0115402;-0.00203094
-0.00237553;0.0116087;-0.00204258
-0.00238971;0.0116775;-0.00205426
-0.00240393;0.0117464;-0.00206597
-0.00241819;0.0118156;-0.00207771
-0.00243249;0.011885;-0.00208947
-0.00244684;0.0119545;-0.00210127
-0.00246123;0.0120243;-0.0021131
-0.00247566;0.0120942;-0.00212496
-0.00249013;0.0121644;-0.00213685
-0.00250465;0.0122348;-0.00214877
-0.0025192;0.0123053;-0.00216072
-0.0025338;0.0123761;-0.0021727
-0.00254845;0.0124471;-0.00218471
-0.00256313;0.0125182;-0.00219674
-0.00257786;0.0125896;-0.00220881
-0.00259262;0.0126611;-0.00222091
-0.00260744;0.0127329;-0.00223304
-0.00262229;0.0128049;-0.0022452
-0.00263718;0.012877;-0.00225739
-0.00265212;0.0129494;-0.00226961
-0.0026671;0.013022;-0.00228186
-0.00268212;0.0130947;-0.00229414
-0.00269719;0.0131677;-0.00230644
-0.00271229;0.0132409;-0.00231878
-0.00272744;0.0133142;-0.00233115
-0.00274263;0.0133878;-0.00234355
-0.00275786;0.0134616;-0.00235598
-0.00277314;0.0135355;-0.00236843
-0.00278846;0.0136097;-0.00238092
-0.00280382;0.013684;-0.00239344
-0.00281922;0.0137586;-0.00240598
-0.00283466;0.0138334;-0.00241856
-0.00285015;0.0139083;-0.00243116
-0.00286568;0.0139835;-0.0024438
-0.00288125;0.0140589;-0.00245646
-0.00289686;0.0141344;-0.00246915
-0.00291252;0.0142102;-0.00248188
-0.00292821;0.0142862;-0.00249463
-0.00294395;0.0143623;-0.00250741
-0.00295974;0.0144387;-0.00252022
-0.00297556;0.0145152;-0.00253306
-0.00299143;0.014592;-0.00254593
-0.00300733;0.014669;-0.00255883
-0.00302329;0.0147461;-0.00257176
-0.00303928;0.0148235;-0.00258472
-0.00305531;0.014901;-0.0025977
-0.00307139;0.0149788;-0.00261072
-0.00308751;0.0150568;-0.00262377
-0.00310367;0.0151349;-0.00263684
-0.00311988;0.0152133;-0.00264994
-0.00313612;0.0152918;-0.00266308
-0.00315241;0.0153706;-0.00267624
-0.00316874;0.0154495;-0.00268943
-0.00318512;0.0155287;-0.00270265
-0.00320153;0.015608;-0.0027159
-0.00321799;0.0156876;-0.00272917
-0.00323449;0.0157674;-0.00274248
-0.00325103;0.0158473;-0.00275582
-0.00326761;0.0159275;-0.00276918
-0.00328424;0.0160078;-0.00278257
-0.00330091;0.0160884;-0.002796
-0.00331762;0.0161691;-0.00280945
-0.00333437;0.0162501;-0.00282293
-0.00335117;0.0163312;-0.00283644
-0.00336801;0.0164125;-0.00284997
-0.00338489;0.0164941;-0.00286354
-0.00340181;0.0165758;-0.00287713
-0.00341877;0.0166578;-0.00289076
-0.00343578;0.0167399;-0.00290441
-0.00345283;0.0168223;-0.00291809
-0.00346992;0.0169048;-0.0029318
-0.00348705;0.0169875;-0.00294554
-0.00350423;0.0170705;-0.0029593
-0.00352144;0.0171536;-0.0029731
-0.0035387;0.017237;-0.00298692
-0.003556;0.0173205;-0.00300077
-0.00357335;0.0174042;-0.00301465
-0.00359073;0.0174882;-0.00302856
-0.00360816;0.0175723;-0.0030425
-0.00362563;0.0176566;-0.00305647
-0.00364315;0.0177412;-0.00307046
-0.0036607;0.0178259;-0.00308448
-0.0036783;0.0179108;-0.00309853
-0.00369594;0.0179959;-0.00311261
-0.00371362;0.0180813;-0.00312672
-0.00373134;0.0181668;-0.00314085
-0.00374911;0.0182525;-0.00315502
-0.00376692;0.0183384;-0.00316921
-0.00378477;0.0184245;-0.00318343
-0.00380266;0.0185109;-0.00319768
-0.0038206;0.0185974;-0.00321195
-0.00383857;0.0186841;-0.00322626
-0.00385659;0.018771;-0.00324059
-0.00387466;0.0188581;-0.00325495
-0.00389276;0.0189454;-0.00326934
-0.00391091;0.0190329;-0.00328375
-0.00392909;0.0191206;-0.0032982
-0.00394732;0.0192085;-0.00331267
-0.0039656;0.0192967;-0.00332717
-0.00398391;0.019385;-0.00334169
-0.00400227;0.0194735;-0.00335625
-0.00402067;0.0195622;-0.00337083
-0.00403911;0.0196511;-0.00338544
-0.00405759;0.0197401;-0.00340008
-0.00407612;0.0198294;-0.00341475
-0.00409469;0.0199189;-0.00342944
-0.0041133;0.0200086;-0.00344417
-0.00413195;0.0200985;-0.00345892
-0.00415065;0.0201886;-0.00347369
-0.00416938;0.0202789;-0.0034885
-0.00418816;0.0203694;-0.00350333
-0.00420698;0.02046;-0.00351819
-0.00422585;0.0205509;-0.00353308
-0.00424475;0.020642;-0.00354799
-0.0042637;0.0207333;-0.00356294
-0.00428269;0.0208248;-0.00357791
-0.00430172;0.0209164;-0.00359291
-0.0043208;0.0210083;-0.00360793
